# BUSCO version is: 5.8.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
302921at33208	Complete	JBWBEE010002942.1	14036	10426	-	106.6	154	https://v10-1.orthodb.org/?query=302921at33208	Ubiquitin-associated domain
303117at33208	Complete	JBWBEE010000120.1	59614	78190	+	351.5	332	https://v10-1.orthodb.org/?query=303117at33208	Helicase/UvrB, N-terminal
304388at33208	Complete	JBWBEE010000132.1	107747	132434	+	337.4	322	https://v10-1.orthodb.org/?query=304388at33208	WD40 repeat
305260at33208	Complete	JBWBEE010000002.1	152236	156276	+	570.1	371	https://v10-1.orthodb.org/?query=305260at33208	PIGA, GPI anchor biosynthesis
306101at33208	Complete	JBWBEE010000403.1	88478	90848	+	353.9	292	https://v10-1.orthodb.org/?query=306101at33208	Aminomethyltransferase
307109at33208	Complete	JBWBEE010001472.1	6467	8049	+	459.6	348	https://v10-1.orthodb.org/?query=307109at33208	PurE domain
308610at33208	Complete	JBWBEE010000133.1	90253	94368	+	574.5	364	https://v10-1.orthodb.org/?query=308610at33208	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
311438at33208	Complete	JBWBEE010000194.1	143509	141136	-	377.2	259	https://v10-1.orthodb.org/?query=311438at33208	PFTB repeat
311758at33208	Complete	JBWBEE010000113.1	26616	36331	+	674.1	440	https://v10-1.orthodb.org/?query=311758at33208	Sec1-like protein
311761at33208	Complete	JBWBEE010000248.1	71044	58617	-	455.5	463	https://v10-1.orthodb.org/?query=311761at33208	THO complex, subunit 5
312577at33208	Complete	JBWBEE010001302.1	14979	10309	-	324.8	319	https://v10-1.orthodb.org/?query=312577at33208	Zinc finger CCHC-type containing 4
313091at33208	Complete	JBWBEE010000760.1	49874	53079	+	459.9	308	https://v10-1.orthodb.org/?query=313091at33208	Winged helix-like DNA-binding domain superfamily
315044at33208	Complete	JBWBEE010000941.1	9541	16959	+	585.8	404	https://v10-1.orthodb.org/?query=315044at33208	Tetratricopeptide repeat
315393at33208	Complete	JBWBEE010000102.1	58243	61520	+	544.2	329	https://v10-1.orthodb.org/?query=315393at33208	COX15/CtaA family
317470at33208	Complete	JBWBEE010000678.1	20059	47525	+	354.3	270	https://v10-1.orthodb.org/?query=317470at33208	tRNA-dihydrouridine(20) synthase 
318483at33208	Complete	JBWBEE010000819.1	51292	61596	+	476.5	321	https://v10-1.orthodb.org/?query=318483at33208	Thioredoxin domain
318532at33208	Complete	JBWBEE010000240.1	95565	83759	-	619.2	337	https://v10-1.orthodb.org/?query=318532at33208	tRNA pseudouridylate synthase B, C-terminal
319574at33208	Complete	JBWBEE010000650.1	70934	77147	+	316.1	239	https://v10-1.orthodb.org/?query=319574at33208	tRNA pseudouridine synthase
320390at33208	Complete	JBWBEE010001951.1	1870	15497	+	554.8	442	https://v10-1.orthodb.org/?query=320390at33208	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
321332at33208	Complete	JBWBEE010000546.1	99118	93165	-	385.7	443	https://v10-1.orthodb.org/?query=321332at33208	Integrator complex subunit 10
323399at33208	Complete	JBWBEE010000183.1	96452	88650	-	594.2	407	https://v10-1.orthodb.org/?query=323399at33208	Helicase, C-terminal
323473at33208	Complete	JBWBEE010000462.1	111990	109936	-	342.8	180	https://v10-1.orthodb.org/?query=323473at33208	Geranylgeranyl transferase type-2 subunit beta
324249at33208	Complete	JBWBEE010000580.1	19688	21627	+	322.5	342	https://v10-1.orthodb.org/?query=324249at33208	Transcription factor IIIC subunit 5, HTH domain
325183at33208	Complete	JBWBEE010000071.1	222432	194850	-	580.5	345	https://v10-1.orthodb.org/?query=325183at33208	Fumarylacetoacetase, N-terminal
327301at33208	Complete	JBWBEE010001279.1	2237	13938	+	292.1	251	https://v10-1.orthodb.org/?query=327301at33208	WD40 repeat
331112at33208	Complete	JBWBEE010000274.1	113924	120839	+	558.9	396	https://v10-1.orthodb.org/?query=331112at33208	tRNA-dihydrouridine synthase
331186at33208	Complete	JBWBEE010000131.1	131817	93974	-	317.9	296	https://v10-1.orthodb.org/?query=331186at33208	RNA recognition motif domain
332870at33208	Complete	JBWBEE010000115.1	179715	183105	+	278.3	224	https://v10-1.orthodb.org/?query=332870at33208	Exoribonuclease, phosphorolytic domain 1
333062at33208	Complete	JBWBEE010004701.1	3857	7519	+	406.8	255	https://v10-1.orthodb.org/?query=333062at33208	Eukaryotic translation initiation factor 3 subunit E
333800at33208	Complete	JBWBEE010000170.1	200088	197571	-	371.9	316	https://v10-1.orthodb.org/?query=333800at33208	protein SMG8
334272at33208	Complete	JBWBEE010000114.1	183079	187157	+	330.0	323	https://v10-1.orthodb.org/?query=334272at33208	G-patch domain
334331at33208	Complete	JBWBEE010000069.1	193416	210354	+	672.9	460	https://v10-1.orthodb.org/?query=334331at33208	cactin
334336at33208	Complete	JBWBEE010000122.1	130137	136065	+	445.2	401	https://v10-1.orthodb.org/?query=334336at33208	Hepatocyte growth factor-regulated tyrosine kinase substrate
334342at33208	Complete	JBWBEE010000350.1	107113	90323	-	568.9	618	https://v10-1.orthodb.org/?query=334342at33208	Exocyst complex component 4
334764at33208	Complete	JBWBEE010000028.1	258713	231287	-	375.8	296	https://v10-1.orthodb.org/?query=334764at33208	UAA transporter
334820at33208	Complete	JBWBEE010000010.1	169040	145974	-	423.3	311	https://v10-1.orthodb.org/?query=334820at33208	Tetratricopeptide repeat
335107at33208	Complete	JBWBEE010000021.1	285305	290704	+	346.0	265	https://v10-1.orthodb.org/?query=335107at33208	S-adenosylmethionine decarboxylase
336647at33208	Complete	JBWBEE010000064.1	224510	235931	+	345.9	483	https://v10-1.orthodb.org/?query=336647at33208	anaphase-promoting complex subunit 5
338191at33208	Complete	JBWBEE010000195.1	91017	96219	+	805.6	483	https://v10-1.orthodb.org/?query=338191at33208	GTP binding domain
338482at33208	Complete	JBWBEE010000009.1	262421	259532	-	500.7	428	https://v10-1.orthodb.org/?query=338482at33208	RFT1
339127at33208	Complete	JBWBEE010000261.1	82160	60789	-	401.5	406	https://v10-1.orthodb.org/?query=339127at33208	glycosylphosphatidylinositol anchor attachment 1 protein
339319at33208	Complete	JBWBEE010002601.1	4159	14528	+	237.9	243	https://v10-1.orthodb.org/?query=339319at33208	Poly(ADP-ribose) polymerase, catalytic domain
340558at33208	Complete	JBWBEE010001471.1	13913	18602	+	509.3	327	https://v10-1.orthodb.org/?query=340558at33208	Bystin
340577at33208	Complete	JBWBEE010000238.1	84329	86403	+	592.2	483	https://v10-1.orthodb.org/?query=340577at33208	Bardet-Biedl syndrome 1, N-terminal
344338at33208	Complete	JBWBEE010001568.1	15913	6240	-	372.1	308	https://v10-1.orthodb.org/?query=344338at33208	Ceramide glucosyltransferase
344346at33208	Missing
344442at33208	Complete	JBWBEE010000565.1	40184	43564	+	240.9	218	https://v10-1.orthodb.org/?query=344442at33208	Nuclear pore complex, NUP2/50/61
344581at33208	Complete	JBWBEE010000792.1	18975	25602	+	354.4	244	https://v10-1.orthodb.org/?query=344581at33208	Serine/threonine-protein phosphatase 2A activator
344611at33208	Complete	JBWBEE010000021.1	284921	283814	-	266.3	258	https://v10-1.orthodb.org/?query=344611at33208	Peroxisomal membrane protein PEX16
345099at33208	Complete	JBWBEE010000135.1	143867	135567	-	789.0	645	https://v10-1.orthodb.org/?query=345099at33208	Nuclear pore protein
345959at33208	Complete	JBWBEE010001111.1	35758	43077	+	173.4	206	https://v10-1.orthodb.org/?query=345959at33208	ataxin-10
346541at33208	Complete	JBWBEE010000285.1	131513	134947	+	569.1	428	https://v10-1.orthodb.org/?query=346541at33208	Menin
347600at33208	Duplicated	JBWBEE010003094.1	13139	14262	+	448.1	298	https://v10-1.orthodb.org/?query=347600at33208	lariat debranching enzyme
347600at33208	Duplicated	JBWBEE010003113.1	13117	12001	-	447.5	298	https://v10-1.orthodb.org/?query=347600at33208	lariat debranching enzyme
348449at33208	Complete	JBWBEE010000847.1	17443	8660	-	265.0	294	https://v10-1.orthodb.org/?query=348449at33208	Ribosomal protein S9
348544at33208	Complete	JBWBEE010000285.1	128296	125351	-	442.0	314	https://v10-1.orthodb.org/?query=348544at33208	Translation initiation factor IF2/IF5
348761at33208	Complete	JBWBEE010000270.1	36955	27345	-	350.9	228	https://v10-1.orthodb.org/?query=348761at33208	Hemimethylated DNA-binding domain
349064at33208	Complete	JBWBEE010000126.1	140803	135729	-	424.0	312	https://v10-1.orthodb.org/?query=349064at33208	Proteasome component (PCI) domain
349627at33208	Complete	JBWBEE010000418.1	96717	100440	+	265.3	260	https://v10-1.orthodb.org/?query=349627at33208	Sister chromatid cohesion protein Dcc1
351226at33208	Complete	JBWBEE010000621.1	73617	78396	+	189.1	225	https://v10-1.orthodb.org/?query=351226at33208	Vps16, C-terminal
352600at33208	Complete	JBWBEE010000664.1	62166	49503	-	510.2	291	https://v10-1.orthodb.org/?query=352600at33208	Deoxyhypusine synthase
352854at33208	Complete	JBWBEE010000125.1	128721	136859	+	484.9	357	https://v10-1.orthodb.org/?query=352854at33208	ATPase, V1 complex, subunit H
353286at33208	Complete	JBWBEE010000109.1	174245	167956	-	363.6	317	https://v10-1.orthodb.org/?query=353286at33208	Dynactin subunit 4
353768at33208	Complete	JBWBEE010000269.1	75185	77928	+	343.3	309	https://v10-1.orthodb.org/?query=353768at33208	Eukaryotic translation initiation factor 3 subunit M
354829at33208	Complete	JBWBEE010000284.1	89332	92050	+	537.2	280	https://v10-1.orthodb.org/?query=354829at33208	COP9 signalosome complex subunit 5
354949at33208	Complete	JBWBEE010000005.1	326138	343313	+	380.0	328	https://v10-1.orthodb.org/?query=354949at33208	phosphatidylinositol glycan anchor biosynthesis class U protein
355210at33208	Fragmented	JBWBEE010005388.1	517	4934	+	191.8	208	https://v10-1.orthodb.org/?query=355210at33208	General transcription factor IIH subunit 1
355739at33208	Complete	JBWBEE010000326.1	75600	70573	-	300.3	251	https://v10-1.orthodb.org/?query=355739at33208	Golgi to ER traffic protein 4
356175at33208	Complete	JBWBEE010000124.1	210587	214586	+	228.3	268	https://v10-1.orthodb.org/?query=356175at33208	WD40 repeat
356334at33208	Complete	JBWBEE010000158.1	138727	130418	-	756.4	674	https://v10-1.orthodb.org/?query=356334at33208	Pep3/Vps18/deep orange
356503at33208	Complete	JBWBEE010000981.1	16305	20521	+	374.4	261	https://v10-1.orthodb.org/?query=356503at33208	GDP-fucose transporter
357580at33208	Complete	JBWBEE010000053.1	166422	170664	+	398.8	253	https://v10-1.orthodb.org/?query=357580at33208	WD40 repeat
359075at33208	Complete	JBWBEE010000178.1	179940	193498	+	441.9	333	https://v10-1.orthodb.org/?query=359075at33208	protein Red
359324at33208	Complete	JBWBEE010000468.1	55933	43801	-	268.2	210	https://v10-1.orthodb.org/?query=359324at33208	Prostaglandin E synthase 2
359369at33208	Complete	JBWBEE010000063.1	94201	76832	-	366.3	259	https://v10-1.orthodb.org/?query=359369at33208	DNA-directed RNA polymerase, insert domain
359532at33208	Missing
360379at33208	Complete	JBWBEE010000902.1	32023	36587	+	288.4	229	https://v10-1.orthodb.org/?query=360379at33208	S-adenosyl-L-methionine-dependent methyltransferase
360753at33208	Complete	JBWBEE010000235.1	85233	78910	-	338.3	230	https://v10-1.orthodb.org/?query=360753at33208	Methyltransferase type 11
361100at33208	Complete	JBWBEE010000072.1	83864	80734	-	443.2	270	https://v10-1.orthodb.org/?query=361100at33208	WD40 repeat
361203at33208	Complete	JBWBEE010000840.1	42647	38943	-	522.0	348	https://v10-1.orthodb.org/?query=361203at33208	WD40 repeat
361216at33208	Complete	JBWBEE010000093.1	239146	236512	-	268.5	306	https://v10-1.orthodb.org/?query=361216at33208	F-box domain
363634at33208	Complete	JBWBEE010000049.1	200580	202875	+	177.0	200	https://v10-1.orthodb.org/?query=363634at33208	Ribosomal protein S22, mitochondrial
363840at33208	Complete	JBWBEE010002945.1	7931	15016	+	324.1	326	https://v10-1.orthodb.org/?query=363840at33208	DNA-directed RNA polymerase III subunit Rpc5
363851at33208	Complete	JBWBEE010000813.1	24136	27314	+	346.1	302	https://v10-1.orthodb.org/?query=363851at33208	METTL16/RlmF family
364383at33208	Complete	JBWBEE010000173.1	145966	149252	+	453.1	335	https://v10-1.orthodb.org/?query=364383at33208	26S Proteasome non-ATPase regulatory subunit 6
364694at33208	Complete	JBWBEE010000195.1	19093	24082	+	758.7	457	https://v10-1.orthodb.org/?query=364694at33208	Signal recognition particle receptor, alpha subunit, N-terminal
365323at33208	Complete	JBWBEE010000143.1	91437	94712	+	392.9	244	https://v10-1.orthodb.org/?query=365323at33208	WD40 repeat
365561at33208	Complete	JBWBEE010000032.1	301127	303578	+	593.2	360	https://v10-1.orthodb.org/?query=365561at33208	ATPase, AAA-type, conserved site
365691at33208	Complete	JBWBEE010000070.1	33473	9870	-	289.8	242	https://v10-1.orthodb.org/?query=365691at33208	Origin recognition complex, subunit 2
366124at33208	Complete	JBWBEE010000029.1	103658	138175	+	251.9	231	https://v10-1.orthodb.org/?query=366124at33208	rRNA adenine N(6)-methyltransferase
366814at33208	Complete	JBWBEE010001047.1	9930	11946	+	582.2	377	https://v10-1.orthodb.org/?query=366814at33208	Golgi pH regulator, conserved domain
366936at33208	Duplicated	JBWBEE010000320.1	47123	48335	+	286.9	218	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
366936at33208	Duplicated	JBWBEE010000172.1	161990	159115	-	310.4	213	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
366936at33208	Duplicated	JBWBEE010000062.1	218280	222625	+	304.9	213	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
367493at33208	Complete	JBWBEE010000200.1	55926	48930	-	404.3	337	https://v10-1.orthodb.org/?query=367493at33208	Integrator complex subunit 14
367551at33208	Complete	JBWBEE010000203.1	4481	9477	+	612.6	383	https://v10-1.orthodb.org/?query=367551at33208	Helicase, C-terminal
367596at33208	Complete	JBWBEE010000477.1	65320	79980	+	679.2	512	https://v10-1.orthodb.org/?query=367596at33208	Zinc finger, CCHC-type
367957at33208	Complete	JBWBEE010000274.1	107097	104714	-	442.9	298	https://v10-1.orthodb.org/?query=367957at33208	Dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
368565at33208	Complete	JBWBEE010000028.1	233721	237706	+	568.9	330	https://v10-1.orthodb.org/?query=368565at33208	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma
368670at33208	Complete	JBWBEE010000036.1	241913	240845	-	315.8	202	https://v10-1.orthodb.org/?query=368670at33208	Nuclear respiratory factor-1, activation binding domain
368875at33208	Complete	JBWBEE010000028.1	240258	238108	-	259.0	198	https://v10-1.orthodb.org/?query=368875at33208	Phospholipid/glycerol acyltransferase
371241at33208	Complete	JBWBEE010000148.1	92897	90079	-	244.4	176	https://v10-1.orthodb.org/?query=371241at33208	Mitochondrial import inner membrane translocase subunit Tim50
371297at33208	Complete	JBWBEE010001304.1	41326	36171	-	590.0	329	https://v10-1.orthodb.org/?query=371297at33208	Replication factor C subunit 3
371526at33208	Complete	JBWBEE010000347.1	77230	66015	-	492.9	248	https://v10-1.orthodb.org/?query=371526at33208	CCR4-NOT transcription complex subunit 9
372257at33208	Complete	JBWBEE010000002.1	599330	609910	+	255.7	203	https://v10-1.orthodb.org/?query=372257at33208	TatD family
372707at33208	Complete	JBWBEE010000009.1	432505	430026	-	389.0	240	https://v10-1.orthodb.org/?query=372707at33208	Actin-related protein 2/3 complex subunit 2
373040at33208	Fragmented	JBWBEE010005805.1	27	1456	+	230.6	142	https://v10-1.orthodb.org/?query=373040at33208	Zinc finger, CCCH-type
376982at33208	Duplicated	JBWBEE010007037.1	168	3202	+	419.8	198	https://v10-1.orthodb.org/?query=376982at33208	26S proteasome non-ATPase regulatory subunit 14
376982at33208	Duplicated	JBWBEE010000253.1	159279	163149	+	419.3	198	https://v10-1.orthodb.org/?query=376982at33208	26S proteasome non-ATPase regulatory subunit 14
378033at33208	Complete	JBWBEE010000150.1	150390	145739	-	323.6	372	https://v10-1.orthodb.org/?query=378033at33208	uncharacterized protein KIAA2013 homolog
378316at33208	Complete	JBWBEE010000098.1	44456	41812	-	429.0	242	https://v10-1.orthodb.org/?query=378316at33208	Probable tRNA N6-adenosine threonylcarbamoyltransferase
378768at33208	Complete	JBWBEE010000397.1	116007	125509	+	441.1	241	https://v10-1.orthodb.org/?query=378768at33208	Small GTPase
378913at33208	Complete	JBWBEE010002913.1	16528	14552	-	207.5	152	https://v10-1.orthodb.org/?query=378913at33208	Intraflagellar transport complex B protein 46
379076at33208	Complete	JBWBEE010000061.1	28640	24161	-	226.9	199	https://v10-1.orthodb.org/?query=379076at33208	Nucleoporin p58/p45
379636at33208	Complete	JBWBEE010001030.1	37932	48143	+	344.5	294	https://v10-1.orthodb.org/?query=379636at33208	26S Proteasome non-ATPase regulatory subunit 13
379771at33208	Complete	JBWBEE010000198.1	86089	91929	+	270.2	264	https://v10-1.orthodb.org/?query=379771at33208	Asparagine synthase
380583at33208	Complete	JBWBEE010000568.1	73230	82671	+	514.5	274	https://v10-1.orthodb.org/?query=380583at33208	WD40 repeat
381303at33208	Complete	JBWBEE010002152.1	8080	9955	+	254.4	269	https://v10-1.orthodb.org/?query=381303at33208	Peroxisomal biogenesis factor 3
382000at33208	Complete	JBWBEE010000740.1	53367	44157	-	131.5	138	https://v10-1.orthodb.org/?query=382000at33208	Leucine-rich repeat
382262at33208	Complete	JBWBEE010005507.1	5817	16	-	112.9	134	https://v10-1.orthodb.org/?query=382262at33208	Zinc finger CCCH-type containing 14
382750at33208	Complete	JBWBEE010000405.1	113075	87820	-	395.3	346	https://v10-1.orthodb.org/?query=382750at33208	Dephospho-CoA kinase
383313at33208	Complete	JBWBEE010000433.1	104338	98192	-	375.0	294	https://v10-1.orthodb.org/?query=383313at33208	Trafficking protein particle complex subunit 13
384187at33208	Complete	JBWBEE010001370.1	13062	11463	-	705.6	432	https://v10-1.orthodb.org/?query=384187at33208	SNW domain-containing protein 1
386666at33208	Complete	JBWBEE010000028.1	220615	223003	+	196.2	210	https://v10-1.orthodb.org/?query=386666at33208	WASH1, WAHD domain
387079at33208	Complete	JBWBEE010000083.1	203850	202763	-	255.6	220	https://v10-1.orthodb.org/?query=387079at33208	Zinc finger, double-stranded RNA binding
387117at33208	Complete	JBWBEE010000964.1	54649	24954	-	186.7	211	https://v10-1.orthodb.org/?query=387117at33208	Acyl transferase
387878at33208	Complete	JBWBEE010003810.1	11513	2496	-	354.8	304	https://v10-1.orthodb.org/?query=387878at33208	Amino acid transporter, transmembrane domain
389367at33208	Complete	JBWBEE010000525.1	65488	73706	+	407.0	244	https://v10-1.orthodb.org/?query=389367at33208	dolichyl-phosphate beta-glucosyltransferase
389527at33208	Complete	JBWBEE010000322.1	68221	79009	+	743.0	590	https://v10-1.orthodb.org/?query=389527at33208	Conserved oligomeric Golgi complex, subunit 3
389570at33208	Complete	JBWBEE010000096.1	119232	113222	-	456.5	322	https://v10-1.orthodb.org/?query=389570at33208	Phenylalanyl-tRNA synthetase
389591at33208	Complete	JBWBEE010000075.1	138535	142281	+	292.0	225	https://v10-1.orthodb.org/?query=389591at33208	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
390192at33208	Complete	JBWBEE010001653.1	31394	32649	+	358.3	252	https://v10-1.orthodb.org/?query=390192at33208	alpha-1,3/1,6-mannosyltransferase ALG2
390402at33208	Complete	JBWBEE010000429.1	85184	89128	+	343.0	237	https://v10-1.orthodb.org/?query=390402at33208	glyoxalase domain-containing protein 4
391896at33208	Complete	JBWBEE010000009.1	452029	444000	-	413.5	266	https://v10-1.orthodb.org/?query=391896at33208	DnaJ domain
393219at33208	Complete	JBWBEE010000328.1	29738	27622	-	276.6	244	https://v10-1.orthodb.org/?query=393219at33208	Protein HGH1 C-terminal
393291at33208	Complete	JBWBEE010000197.1	24400	16156	-	450.9	298	https://v10-1.orthodb.org/?query=393291at33208	signal peptide peptidase-like 3
393419at33208	Complete	JBWBEE010000407.1	91252	82180	-	560.5	427	https://v10-1.orthodb.org/?query=393419at33208	NEDD8-activating enzyme E1 regulatory subunit
393895at33208	Complete	JBWBEE010000319.1	73989	84670	+	713.9	424	https://v10-1.orthodb.org/?query=393895at33208	26S proteasome non-ATPase regulatory subunit 3
395147at33208	Fragmented	JBWBEE010000783.1	67345	71598	+	296.1	191	https://v10-1.orthodb.org/?query=395147at33208	FAD/NAD(P)-binding domain
395183at33208	Complete	JBWBEE010000063.1	98952	96962	-	307.8	174	https://v10-1.orthodb.org/?query=395183at33208	SprT-like
395556at33208	Complete	JBWBEE010000255.1	87807	86832	-	286.1	244	https://v10-1.orthodb.org/?query=395556at33208	Phosphatidate cytidylyltransferase, mitochondrial
395919at33208	Complete	JBWBEE010001068.1	34446	46269	+	356.2	275	https://v10-1.orthodb.org/?query=395919at33208	Rad4 beta-hairpin domain 1
395948at33208	Complete	JBWBEE010000431.1	103812	97747	-	304.2	369	https://v10-1.orthodb.org/?query=395948at33208	Cramped chromatin regulator homolog 1
396237at33208	Complete	JBWBEE010000533.1	84504	92345	+	380.9	269	https://v10-1.orthodb.org/?query=396237at33208	Translation initiation factor eIF-2B subunit beta
397019at33208	Complete	JBWBEE010000761.1	29412	35274	+	564.3	290	https://v10-1.orthodb.org/?query=397019at33208	ubiquitin-like modifier-activating enzyme 5
397659at33208	Complete	JBWBEE010000279.1	110959	104825	-	345.6	320	https://v10-1.orthodb.org/?query=397659at33208	CDK5 regulatory subunit-associated protein 3
398013at33208	Complete	JBWBEE010000103.1	172214	183012	+	458.7	279	https://v10-1.orthodb.org/?query=398013at33208	WD40 repeat
398202at33208	Complete	JBWBEE010000725.1	36845	39560	+	282.4	266	https://v10-1.orthodb.org/?query=398202at33208	RGP1 homolog, RAB6A GEF complex partner 1
398607at33208	Complete	JBWBEE010000819.1	10392	20208	+	347.1	220	https://v10-1.orthodb.org/?query=398607at33208	Zinc finger protein 330
399092at33208	Complete	JBWBEE010000084.1	214128	218886	+	284.0	179	https://v10-1.orthodb.org/?query=399092at33208	ubiquitin fusion degradation protein 1 homolog
399439at33208	Complete	JBWBEE010000040.1	277942	280844	+	184.3	173	https://v10-1.orthodb.org/?query=399439at33208	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit
400042at33208	Complete	JBWBEE010000235.1	93102	120531	+	192.5	270	https://v10-1.orthodb.org/?query=400042at33208	Winged helix-like DNA-binding domain superfamily
401196at33208	Complete	JBWBEE010000081.1	124960	121571	-	141.6	167	https://v10-1.orthodb.org/?query=401196at33208	Tim44-like domain
401220at33208	Complete	JBWBEE010000002.1	120685	126663	+	507.4	331	https://v10-1.orthodb.org/?query=401220at33208	Atg6/beclin, coiled-coil domain
401679at33208	Complete	JBWBEE010000968.1	9717	11818	+	106.7	96	https://v10-1.orthodb.org/?query=401679at33208	tRNA intron endonuclease, catalytic domain-like
401779at33208	Complete	JBWBEE010000198.1	86979	82153	-	378.6	238	https://v10-1.orthodb.org/?query=401779at33208	Arsenical pump ATPase, ArsA/GET3
403171at33208	Complete	JBWBEE010000048.1	79834	84299	+	310.0	295	https://v10-1.orthodb.org/?query=403171at33208	protein LTV1 homolog
403817at33208	Complete	JBWBEE010001174.1	26377	29223	+	69.0	133	https://v10-1.orthodb.org/?query=403817at33208	Nucleotide exchange factor Fes1
404988at33208	Complete	JBWBEE010000640.1	29222	33519	+	291.5	291	https://v10-1.orthodb.org/?query=404988at33208	Dol-P-Glc
405257at33208	Complete	JBWBEE010000532.1	95736	84251	-	440.3	355	https://v10-1.orthodb.org/?query=405257at33208	Conserved oligomeric Golgi complex subunit 8
406927at33208	Complete	JBWBEE010002102.1	17037	19929	+	159.8	154	https://v10-1.orthodb.org/?query=406927at33208	Nuclear speckle splicing regulatory protein 1
407472at33208	Complete	JBWBEE010000546.1	12974	11186	-	463.2	378	https://v10-1.orthodb.org/?query=407472at33208	DnaJ domain
409006at33208	Complete	JBWBEE010000270.1	114867	108636	-	419.2	269	https://v10-1.orthodb.org/?query=409006at33208	WD40 repeat
409186at33208	Complete	JBWBEE010000009.1	472450	483180	+	485.6	457	https://v10-1.orthodb.org/?query=409186at33208	ESF1 homolog
411515at33208	Complete	JBWBEE010000426.1	79982	72473	-	397.3	257	https://v10-1.orthodb.org/?query=411515at33208	Protein prenyltransferase, alpha subunit
411664at33208	Complete	JBWBEE010000033.1	224271	213135	-	217.7	233	https://v10-1.orthodb.org/?query=411664at33208	Fanconi anemia complex, subunit FancL, WD-repeat containing domain
411755at33208	Complete	JBWBEE010000174.1	149370	143034	-	393.5	356	https://v10-1.orthodb.org/?query=411755at33208	coiled-coil domain-containing protein 47
412370at33208	Complete	JBWBEE010000396.1	30183	32473	+	133.7	140	https://v10-1.orthodb.org/?query=412370at33208	NADP-dependent oxidoreductase domain
412542at33208	Complete	JBWBEE010000192.1	155664	151227	-	360.6	228	https://v10-1.orthodb.org/?query=412542at33208	Exosome complex component, N-terminal domain
412930at33208	Complete	JBWBEE010000009.1	232197	235451	+	357.6	276	https://v10-1.orthodb.org/?query=412930at33208	DnaJ domain
413334at33208	Complete	JBWBEE010000023.1	102098	107220	+	336.5	275	https://v10-1.orthodb.org/?query=413334at33208	Elongator complex protein 4
414001at33208	Complete	JBWBEE010000308.1	21312	15927	-	458.7	276	https://v10-1.orthodb.org/?query=414001at33208	Translation initiation factor 2, alpha subunit
414571at33208	Complete	JBWBEE010000792.1	46245	17214	-	416.6	236	https://v10-1.orthodb.org/?query=414571at33208	GPI-anchor transamidase
414579at33208	Complete	JBWBEE010000385.1	128966	118779	-	361.7	249	https://v10-1.orthodb.org/?query=414579at33208	WD40 repeat
414603at33208	Complete	JBWBEE010001426.1	31930	37709	+	420.8	476	https://v10-1.orthodb.org/?query=414603at33208	Mediator complex, subunit Med17
415618at33208	Complete	JBWBEE010000301.1	80393	76251	-	213.2	173	https://v10-1.orthodb.org/?query=415618at33208	required for meiotic nuclear division protein 1 homolog
416175at33208	Complete	JBWBEE010000155.1	80235	83597	+	353.0	266	https://v10-1.orthodb.org/?query=416175at33208	Scavenger mRNA decapping enzyme DcpS/DCS2
418979at33208	Complete	JBWBEE010000807.1	31652	27877	-	228.6	147	https://v10-1.orthodb.org/?query=418979at33208	Cysteine dioxygenase type I
419502at33208	Complete	JBWBEE010000068.1	23989	27708	+	318.3	215	https://v10-1.orthodb.org/?query=419502at33208	Methyltransferase domain 25
419914at33208	Complete	JBWBEE010000089.1	138377	132823	-	374.9	329	https://v10-1.orthodb.org/?query=419914at33208	WD40 repeat
421396at33208	Complete	JBWBEE010000206.1	179739	182894	+	370.8	240	https://v10-1.orthodb.org/?query=421396at33208	S-formylglutathione hydrolase
421685at33208	Complete	JBWBEE010000007.1	87224	85318	-	169.6	204	https://v10-1.orthodb.org/?query=421685at33208	ECSIT
421732at33208	Complete	JBWBEE010000319.1	32431	25441	-	202.4	278	https://v10-1.orthodb.org/?query=421732at33208	Dynactin subunit 2
422158at33208	Complete	JBWBEE010000006.1	445037	446012	+	417.7	281	https://v10-1.orthodb.org/?query=422158at33208	Zinc finger, RING-type
422751at33208	Complete	JBWBEE010000030.1	250078	267901	+	535.1	347	https://v10-1.orthodb.org/?query=422751at33208	FAD dependent oxidoreductase
423799at33208	Complete	JBWBEE010000284.1	92723	95655	+	215.0	205	https://v10-1.orthodb.org/?query=423799at33208	Ribosomal protein L18e/L15P
423848at33208	Complete	JBWBEE010000112.1	229924	221029	-	245.4	237	https://v10-1.orthodb.org/?query=423848at33208	Protein N-terminal asparagine amidohydrolase
