# BUSCO version is: 5.8.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
327301at33208	Complete	Aip_020261-T1	292.7	251	https://v10-1.orthodb.org/?query=327301at33208	WD40 repeat
331112at33208	Complete	Aip_009779-T1	558.6	396	https://v10-1.orthodb.org/?query=331112at33208	tRNA-dihydrouridine synthase
331186at33208	Complete	Aip_006195-T1	307.3	296	https://v10-1.orthodb.org/?query=331186at33208	RNA recognition motif domain
332870at33208	Complete	Aip_005695-T1	278.0	224	https://v10-1.orthodb.org/?query=332870at33208	Exoribonuclease, phosphorolytic domain 1
333062at33208	Complete	Aip_028786-T1	559.5	325	https://v10-1.orthodb.org/?query=333062at33208	Eukaryotic translation initiation factor 3 subunit E
333800at33208	Complete	Aip_007262-T1	387.6	313	https://v10-1.orthodb.org/?query=333800at33208	protein SMG8
334272at33208	Complete	Aip_005658-T1	330.4	322	https://v10-1.orthodb.org/?query=334272at33208	G-patch domain
334331at33208	Complete	Aip_004078-T1	384.0	304	https://v10-1.orthodb.org/?query=334331at33208	cactin
334336at33208	Complete	Aip_005941-T1	450.1	401	https://v10-1.orthodb.org/?query=334336at33208	Hepatocyte growth factor-regulated tyrosine kinase substrate
334342at33208	Complete	Aip_011239-T1	601.0	647	https://v10-1.orthodb.org/?query=334342at33208	Exocyst complex component 4
334764at33208	Complete	Aip_002176-T1	375.4	296	https://v10-1.orthodb.org/?query=334764at33208	UAA transporter
334820at33208	Complete	Aip_000912-T1	423.2	311	https://v10-1.orthodb.org/?query=334820at33208	Tetratricopeptide repeat
335107at33208	Complete	Aip_001761-T1	358.5	265	https://v10-1.orthodb.org/?query=335107at33208	S-adenosylmethionine decarboxylase
336647at33208	Fragmented	Aip_003888-T1	240.3	265	https://v10-1.orthodb.org/?query=336647at33208	anaphase-promoting complex subunit 5
338191at33208	Complete	Aip_007891-T1	805.6	483	https://v10-1.orthodb.org/?query=338191at33208	GTP binding domain
338482at33208	Complete	Aip_000827-T1	500.7	428	https://v10-1.orthodb.org/?query=338482at33208	RFT1
339127at33208	Complete	Aip_009482-T1	416.7	429	https://v10-1.orthodb.org/?query=339127at33208	glycosylphosphatidylinositol anchor attachment 1 protein
339319at33208	Complete	Aip_025085-T1	237.9	243	https://v10-1.orthodb.org/?query=339319at33208	Poly(ADP-ribose) polymerase, catalytic domain
340558at33208	Complete	Aip_021246-T1	509.3	327	https://v10-1.orthodb.org/?query=340558at33208	Bystin
340577at33208	Complete	Aip_008909-T1	592.2	483	https://v10-1.orthodb.org/?query=340577at33208	Bardet-Biedl syndrome 1, N-terminal
344338at33208	Complete	Aip_021739-T1	372.1	308	https://v10-1.orthodb.org/?query=344338at33208	Ceramide glucosyltransferase
344346at33208	Missing
344442at33208	Complete	Aip_014475-T1	243.0	223	https://v10-1.orthodb.org/?query=344442at33208	Nuclear pore complex, NUP2/50/61
344581at33208	Complete	Aip_016911-T1	354.5	244	https://v10-1.orthodb.org/?query=344581at33208	Serine/threonine-protein phosphatase 2A activator
344611at33208	Complete	Aip_001760-T1	266.3	258	https://v10-1.orthodb.org/?query=344611at33208	Peroxisomal membrane protein PEX16
345099at33208	Complete	Aip_006329-T1	789.0	645	https://v10-1.orthodb.org/?query=345099at33208	Nuclear pore protein
345959at33208	Missing
346541at33208	Complete	Aip_010019-T1	567.9	428	https://v10-1.orthodb.org/?query=346541at33208	Menin
347600at33208	Duplicated	Aip_026197-T1	452.9	298	https://v10-1.orthodb.org/?query=347600at33208	lariat debranching enzyme
347600at33208	Duplicated	Aip_026241-T1	446.3	298	https://v10-1.orthodb.org/?query=347600at33208	lariat debranching enzyme
348449at33208	Duplicated	Aip_017376-T2	269.3	296	https://v10-1.orthodb.org/?query=348449at33208	Ribosomal protein S9
348449at33208	Duplicated	Aip_017376-T1	263.0	286	https://v10-1.orthodb.org/?query=348449at33208	Ribosomal protein S9
348544at33208	Complete	Aip_010018-T1	442.0	314	https://v10-1.orthodb.org/?query=348544at33208	Translation initiation factor IF2/IF5
348761at33208	Complete	Aip_009658-T1	344.3	228	https://v10-1.orthodb.org/?query=348761at33208	Hemimethylated DNA-binding domain
349064at33208	Complete	Aip_006054-T1	351.9	270	https://v10-1.orthodb.org/?query=349064at33208	Proteasome component (PCI) domain
349627at33208	Complete	Aip_012400-T1	265.4	260	https://v10-1.orthodb.org/?query=349627at33208	Sister chromatid cohesion protein Dcc1
351226at33208	Complete	Aip_015180-T1	191.3	220	https://v10-1.orthodb.org/?query=351226at33208	Vps16, C-terminal
352600at33208	Complete	Aip_015656-T1	510.3	291	https://v10-1.orthodb.org/?query=352600at33208	Deoxyhypusine synthase
352854at33208	Complete	Aip_006018-T1	480.8	357	https://v10-1.orthodb.org/?query=352854at33208	ATPase, V1 complex, subunit H
353286at33208	Complete	Aip_005463-T1	319.0	298	https://v10-1.orthodb.org/?query=353286at33208	Dynactin subunit 4
353768at33208	Complete	Aip_009644-T1	343.3	309	https://v10-1.orthodb.org/?query=353768at33208	Eukaryotic translation initiation factor 3 subunit M
354829at33208	Complete	Aip_009996-T1	537.2	280	https://v10-1.orthodb.org/?query=354829at33208	COP9 signalosome complex subunit 5
354949at33208	Complete	Aip_000451-T1	382.4	310	https://v10-1.orthodb.org/?query=354949at33208	phosphatidylinositol glycan anchor biosynthesis class U protein
355210at33208	Fragmented	Aip_029518-T1	184.8	198	https://v10-1.orthodb.org/?query=355210at33208	General transcription factor IIH subunit 1
355739at33208	Complete	Aip_010793-T1	300.3	251	https://v10-1.orthodb.org/?query=355739at33208	Golgi to ER traffic protein 4
356175at33208	Complete	Aip_006003-T1	228.3	268	https://v10-1.orthodb.org/?query=356175at33208	WD40 repeat
356334at33208	Complete	Aip_006983-T1	784.0	721	https://v10-1.orthodb.org/?query=356334at33208	Pep3/Vps18/deep orange
356503at33208	Complete	Aip_018373-T1	374.2	261	https://v10-1.orthodb.org/?query=356503at33208	GDP-fucose transporter
357580at33208	Complete	Aip_003398-T1	399.3	253	https://v10-1.orthodb.org/?query=357580at33208	WD40 repeat
359075at33208	Complete	Aip_007464-T1	417.2	317	https://v10-1.orthodb.org/?query=359075at33208	protein Red
359324at33208	Complete	Aip_013188-T1	268.0	210	https://v10-1.orthodb.org/?query=359324at33208	Prostaglandin E synthase 2
359369at33208	Complete	Aip_003812-T1	372.5	261	https://v10-1.orthodb.org/?query=359369at33208	DNA-directed RNA polymerase, insert domain
359532at33208	Missing
360379at33208	Complete	Aip_017802-T1	288.9	229	https://v10-1.orthodb.org/?query=360379at33208	S-adenosyl-L-methionine-dependent methyltransferase
360753at33208	Complete	Aip_008847-T1	338.3	230	https://v10-1.orthodb.org/?query=360753at33208	Methyltransferase type 11
361100at33208	Complete	Aip_004190-T1	446.7	270	https://v10-1.orthodb.org/?query=361100at33208	WD40 repeat
361203at33208	Complete	Aip_017316-T1	582.4	388	https://v10-1.orthodb.org/?query=361203at33208	WD40 repeat
361216at33208	Complete	Aip_004949-T1	268.5	306	https://v10-1.orthodb.org/?query=361216at33208	F-box domain
363634at33208	Complete	Aip_003217-T1	177.0	200	https://v10-1.orthodb.org/?query=363634at33208	Ribosomal protein S22, mitochondrial
363840at33208	Complete	Aip_025899-T1	325.3	326	https://v10-1.orthodb.org/?query=363840at33208	DNA-directed RNA polymerase III subunit Rpc5
363851at33208	Duplicated	Aip_017094-T1	346.1	302	https://v10-1.orthodb.org/?query=363851at33208	METTL16/RlmF family
363851at33208	Duplicated	Aip_017094-T2	343.1	256	https://v10-1.orthodb.org/?query=363851at33208	METTL16/RlmF family
364383at33208	Complete	Aip_007333-T1	458.5	335	https://v10-1.orthodb.org/?query=364383at33208	26S Proteasome non-ATPase regulatory subunit 6
364694at33208	Complete	Aip_007876-T1	754.2	457	https://v10-1.orthodb.org/?query=364694at33208	Signal recognition particle receptor, alpha subunit, N-terminal
365323at33208	Complete	Aip_006582-T1	412.3	242	https://v10-1.orthodb.org/?query=365323at33208	WD40 repeat
365561at33208	Complete	Aip_002397-T1	593.2	360	https://v10-1.orthodb.org/?query=365561at33208	ATPase, AAA-type, conserved site
365691at33208	Complete	Aip_004089-T1	287.5	242	https://v10-1.orthodb.org/?query=365691at33208	Origin recognition complex, subunit 2
366124at33208	Duplicated	Aip_002234-T2	237.0	201	https://v10-1.orthodb.org/?query=366124at33208	rRNA adenine N(6)-methyltransferase
366124at33208	Duplicated	Aip_002234-T1	203.1	169	https://v10-1.orthodb.org/?query=366124at33208	rRNA adenine N(6)-methyltransferase
366814at33208	Complete	Aip_018839-T1	582.2	377	https://v10-1.orthodb.org/?query=366814at33208	Golgi pH regulator, conserved domain
366936at33208	Duplicated	Aip_010660-T1	286.3	218	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
366936at33208	Duplicated	Aip_007298-T1	310.3	213	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
366936at33208	Duplicated	Aip_003787-T1	302.1	213	https://v10-1.orthodb.org/?query=366936at33208	Protein kinase domain
367493at33208	Complete	Aip_008020-T1	401.9	336	https://v10-1.orthodb.org/?query=367493at33208	Integrator complex subunit 14
367551at33208	Complete	Aip_008110-T1	610.7	383	https://v10-1.orthodb.org/?query=367551at33208	Helicase, C-terminal
367596at33208	Fragmented	Aip_032439-T3	234.8	310	https://v10-1.orthodb.org/?query=367596at33208	Zinc finger, CCHC-type
367957at33208	Complete	Aip_009776-T1	443.2	298	https://v10-1.orthodb.org/?query=367957at33208	Dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
368565at33208	Complete	Aip_002177-T1	568.9	330	https://v10-1.orthodb.org/?query=368565at33208	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma
368670at33208	Complete	Aip_002602-T1	314.1	202	https://v10-1.orthodb.org/?query=368670at33208	Nuclear respiratory factor-1, activation binding domain
368875at33208	Complete	Aip_002178-T1	259.0	198	https://v10-1.orthodb.org/?query=368875at33208	Phospholipid/glycerol acyltransferase
371241at33208	Complete	Aip_006705-T1	243.8	176	https://v10-1.orthodb.org/?query=371241at33208	Mitochondrial import inner membrane translocase subunit Tim50
371297at33208	Complete	Aip_020397-T1	590.0	329	https://v10-1.orthodb.org/?query=371297at33208	Replication factor C subunit 3
371526at33208	Complete	Aip_011184-T1	492.7	248	https://v10-1.orthodb.org/?query=371526at33208	CCR4-NOT transcription complex subunit 9
372257at33208	Complete	Aip_000199-T2	255.9	203	https://v10-1.orthodb.org/?query=372257at33208	TatD family
372707at33208	Complete	Aip_000857-T1	392.7	246	https://v10-1.orthodb.org/?query=372707at33208	Actin-related protein 2/3 complex subunit 2
373040at33208	Fragmented	Aip_029890-T1	228.3	142	https://v10-1.orthodb.org/?query=373040at33208	Zinc finger, CCCH-type
376982at33208	Duplicated	Aip_030774-T1	419.4	198	https://v10-1.orthodb.org/?query=376982at33208	26S proteasome non-ATPase regulatory subunit 14
376982at33208	Duplicated	Aip_009285-T1	419.2	198	https://v10-1.orthodb.org/?query=376982at33208	26S proteasome non-ATPase regulatory subunit 14
378033at33208	Complete	Aip_006773-T1	323.6	372	https://v10-1.orthodb.org/?query=378033at33208	uncharacterized protein KIAA2013 homolog
378316at33208	Complete	Aip_005108-T1	487.2	269	https://v10-1.orthodb.org/?query=378316at33208	Probable tRNA N6-adenosine threonylcarbamoyltransferase
378768at33208	Duplicated	Aip_012038-T2	504.9	261	https://v10-1.orthodb.org/?query=378768at33208	Small GTPase
378768at33208	Duplicated	Aip_012038-T1	490.9	254	https://v10-1.orthodb.org/?query=378768at33208	Small GTPase
378913at33208	Complete	Aip_025823-T1	207.5	152	https://v10-1.orthodb.org/?query=378913at33208	Intraflagellar transport complex B protein 46
379076at33208	Complete	Aip_003712-T1	234.5	198	https://v10-1.orthodb.org/?query=379076at33208	Nucleoporin p58/p45
379636at33208	Complete	Aip_018720-T1	344.5	294	https://v10-1.orthodb.org/?query=379636at33208	26S Proteasome non-ATPase regulatory subunit 13
379771at33208	Complete	Aip_007971-T1	278.7	247	https://v10-1.orthodb.org/?query=379771at33208	Asparagine synthase
380583at33208	Complete	Aip_014521-T1	507.5	271	https://v10-1.orthodb.org/?query=380583at33208	WD40 repeat
381303at33208	Complete	Aip_023875-T1	254.4	269	https://v10-1.orthodb.org/?query=381303at33208	Peroxisomal biogenesis factor 3
382000at33208	Complete	Aip_016419-T1	143.8	130	https://v10-1.orthodb.org/?query=382000at33208	Leucine-rich repeat
382262at33208	Complete	Aip_029624-T1	64.3	107	https://v10-1.orthodb.org/?query=382262at33208	Zinc finger CCCH-type containing 14
382750at33208	Complete	Aip_012182-T1	394.3	322	https://v10-1.orthodb.org/?query=382750at33208	Dephospho-CoA kinase
383313at33208	Complete	Aip_012671-T1	375.0	294	https://v10-1.orthodb.org/?query=383313at33208	Trafficking protein particle complex subunit 13
384187at33208	Complete	Aip_020731-T1	705.6	432	https://v10-1.orthodb.org/?query=384187at33208	SNW domain-containing protein 1
386666at33208	Complete	Aip_002173-T1	196.2	210	https://v10-1.orthodb.org/?query=386666at33208	WASH1, WAHD domain
387079at33208	Fragmented	Aip_004618-T1	242.2	174	https://v10-1.orthodb.org/?query=387079at33208	Zinc finger, double-stranded RNA binding
387117at33208	Complete	Aip_018254-T1	178.0	211	https://v10-1.orthodb.org/?query=387117at33208	Acyl transferase
387878at33208	Complete	Aip_027528-T1	405.9	335	https://v10-1.orthodb.org/?query=387878at33208	Amino acid transporter, transmembrane domain
389367at33208	Complete	Aip_013989-T1	397.9	244	https://v10-1.orthodb.org/?query=389367at33208	dolichyl-phosphate beta-glucosyltransferase
389527at33208	Complete	Aip_010720-T1	764.4	572	https://v10-1.orthodb.org/?query=389527at33208	Conserved oligomeric Golgi complex, subunit 3
389570at33208	Complete	Aip_005030-T1	456.4	322	https://v10-1.orthodb.org/?query=389570at33208	Phenylalanyl-tRNA synthetase
389591at33208	Complete	Aip_004306-T1	291.0	225	https://v10-1.orthodb.org/?query=389591at33208	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
390192at33208	Complete	Aip_022103-T1	359.6	262	https://v10-1.orthodb.org/?query=390192at33208	alpha-1,3/1,6-mannosyltransferase ALG2
390402at33208	Complete	Aip_012599-T1	342.8	237	https://v10-1.orthodb.org/?query=390402at33208	glyoxalase domain-containing protein 4
391896at33208	Complete	Aip_000860-T1	413.5	266	https://v10-1.orthodb.org/?query=391896at33208	DnaJ domain
393219at33208	Complete	Aip_010828-T1	276.6	244	https://v10-1.orthodb.org/?query=393219at33208	Protein HGH1 C-terminal
393291at33208	Complete	Aip_007929-T1	451.0	298	https://v10-1.orthodb.org/?query=393291at33208	signal peptide peptidase-like 3
393419at33208	Complete	Aip_012216-T1	560.3	427	https://v10-1.orthodb.org/?query=393419at33208	NEDD8-activating enzyme E1 regulatory subunit
393895at33208	Complete	Aip_010639-T1	715.3	428	https://v10-1.orthodb.org/?query=393895at33208	26S proteasome non-ATPase regulatory subunit 3
395147at33208	Fragmented	Aip_016841-T1	263.3	162	https://v10-1.orthodb.org/?query=395147at33208	FAD/NAD(P)-binding domain
395183at33208	Complete	Aip_003815-T1	305.7	174	https://v10-1.orthodb.org/?query=395183at33208	SprT-like
395556at33208	Complete	Aip_009328-T1	285.9	244	https://v10-1.orthodb.org/?query=395556at33208	Phosphatidate cytidylyltransferase, mitochondrial
395919at33208	Complete	Aip_018985-T1	341.3	275	https://v10-1.orthodb.org/?query=395919at33208	Rad4 beta-hairpin domain 1
395948at33208	Complete	Aip_012638-T1	304.2	369	https://v10-1.orthodb.org/?query=395948at33208	Cramped chromatin regulator homolog 1
396237at33208	Complete	Aip_014104-T1	380.9	269	https://v10-1.orthodb.org/?query=396237at33208	Translation initiation factor eIF-2B subunit beta
397019at33208	Complete	Aip_016651-T1	564.3	290	https://v10-1.orthodb.org/?query=397019at33208	ubiquitin-like modifier-activating enzyme 5
397659at33208	Complete	Aip_009895-T1	342.2	322	https://v10-1.orthodb.org/?query=397659at33208	CDK5 regulatory subunit-associated protein 3
398013at33208	Complete	Aip_005265-T1	464.4	279	https://v10-1.orthodb.org/?query=398013at33208	WD40 repeat
398202at33208	Complete	Aip_016258-T2	243.1	233	https://v10-1.orthodb.org/?query=398202at33208	RGP1 homolog, RAB6A GEF complex partner 1
398607at33208	Complete	Aip_017144-T1	346.9	220	https://v10-1.orthodb.org/?query=398607at33208	Zinc finger protein 330
399092at33208	Complete	Aip_004651-T1	284.6	179	https://v10-1.orthodb.org/?query=399092at33208	ubiquitin fusion degradation protein 1 homolog
399439at33208	Complete	Aip_002823-T1	184.3	173	https://v10-1.orthodb.org/?query=399439at33208	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit
400042at33208	Complete	Aip_008851-T1	262.3	280	https://v10-1.orthodb.org/?query=400042at33208	Winged helix-like DNA-binding domain superfamily
401196at33208	Complete	Aip_004542-T1	141.6	167	https://v10-1.orthodb.org/?query=401196at33208	Tim44-like domain
401220at33208	Complete	Aip_000119-T1	507.4	331	https://v10-1.orthodb.org/?query=401220at33208	Atg6/beclin, coiled-coil domain
401679at33208	Complete	Aip_018274-T1	104.0	96	https://v10-1.orthodb.org/?query=401679at33208	tRNA intron endonuclease, catalytic domain-like
401779at33208	Complete	Aip_007970-T1	447.8	265	https://v10-1.orthodb.org/?query=401779at33208	Arsenical pump ATPase, ArsA/GET3
403171at33208	Complete	Aip_003146-T1	313.2	295	https://v10-1.orthodb.org/?query=403171at33208	protein LTV1 homolog
403817at33208	Complete	Aip_019686-T1	34.2	133	https://v10-1.orthodb.org/?query=403817at33208	Nucleotide exchange factor Fes1
404988at33208	Complete	Aip_015388-T1	291.5	291	https://v10-1.orthodb.org/?query=404988at33208	Dol-P-Glc
405257at33208	Complete	Aip_014092-T1	439.4	355	https://v10-1.orthodb.org/?query=405257at33208	Conserved oligomeric Golgi complex subunit 8
406927at33208	Complete	Aip_023735-T1	167.6	154	https://v10-1.orthodb.org/?query=406927at33208	Nuclear speckle splicing regulatory protein 1
407472at33208	Complete	Aip_014260-T1	463.2	378	https://v10-1.orthodb.org/?query=407472at33208	DnaJ domain
409006at33208	Complete	Aip_009670-T1	419.2	269	https://v10-1.orthodb.org/?query=409006at33208	WD40 repeat
409186at33208	Complete	Aip_000865-T1	467.8	466	https://v10-1.orthodb.org/?query=409186at33208	ESF1 homolog
411515at33208	Complete	Aip_012535-T1	397.3	257	https://v10-1.orthodb.org/?query=411515at33208	Protein prenyltransferase, alpha subunit
411664at33208	Complete	Aip_002436-T1	146.3	196	https://v10-1.orthodb.org/?query=411664at33208	Fanconi anemia complex, subunit FancL, WD-repeat containing domain
411755at33208	Complete	Aip_007359-T1	427.9	361	https://v10-1.orthodb.org/?query=411755at33208	coiled-coil domain-containing protein 47
412370at33208	Complete	Aip_011996-T1	130.9	140	https://v10-1.orthodb.org/?query=412370at33208	NADP-dependent oxidoreductase domain
412542at33208	Complete	Aip_007824-T1	365.6	231	https://v10-1.orthodb.org/?query=412542at33208	Exosome complex component, N-terminal domain
412930at33208	Complete	Aip_000821-T1	357.6	276	https://v10-1.orthodb.org/?query=412930at33208	DnaJ domain
413334at33208	Complete	Aip_001845-T1	309.9	256	https://v10-1.orthodb.org/?query=413334at33208	Elongator complex protein 4
414001at33208	Complete	Aip_010432-T1	458.7	276	https://v10-1.orthodb.org/?query=414001at33208	Translation initiation factor 2, alpha subunit
414571at33208	Complete	Aip_016915-T1	415.4	236	https://v10-1.orthodb.org/?query=414571at33208	GPI-anchor transamidase
414579at33208	Complete	Aip_011818-T1	357.0	247	https://v10-1.orthodb.org/?query=414579at33208	WD40 repeat
414603at33208	Complete	Aip_021029-T1	420.8	476	https://v10-1.orthodb.org/?query=414603at33208	Mediator complex, subunit Med17
415618at33208	Complete	Aip_010306-T1	220.0	166	https://v10-1.orthodb.org/?query=415618at33208	required for meiotic nuclear division protein 1 homolog
416175at33208	Complete	Aip_006913-T1	354.1	266	https://v10-1.orthodb.org/?query=416175at33208	Scavenger mRNA decapping enzyme DcpS/DCS2
418979at33208	Complete	Aip_017048-T1	228.3	147	https://v10-1.orthodb.org/?query=418979at33208	Cysteine dioxygenase type I
419502at33208	Complete	Aip_004020-T1	318.3	215	https://v10-1.orthodb.org/?query=419502at33208	Methyltransferase domain 25
419914at33208	Complete	Aip_004830-T1	374.9	329	https://v10-1.orthodb.org/?query=419914at33208	WD40 repeat
421396at33208	Complete	Aip_008182-T1	370.2	240	https://v10-1.orthodb.org/?query=421396at33208	S-formylglutathione hydrolase
421685at33208	Complete	Aip_000588-T1	169.6	204	https://v10-1.orthodb.org/?query=421685at33208	ECSIT
421732at33208	Complete	Aip_010630-T1	202.4	278	https://v10-1.orthodb.org/?query=421732at33208	Dynactin subunit 2
422158at33208	Complete	Aip_000550-T1	417.7	281	https://v10-1.orthodb.org/?query=422158at33208	Zinc finger, RING-type
422751at33208	Complete	Aip_002303-T1	529.1	345	https://v10-1.orthodb.org/?query=422751at33208	FAD dependent oxidoreductase
423799at33208	Complete	Aip_009997-T1	215.0	205	https://v10-1.orthodb.org/?query=423799at33208	Ribosomal protein L18e/L15P
423848at33208	Duplicated	Aip_005578-T2	248.0	236	https://v10-1.orthodb.org/?query=423848at33208	Protein N-terminal asparagine amidohydrolase
423848at33208	Duplicated	Aip_005578-T4	231.1	221	https://v10-1.orthodb.org/?query=423848at33208	Protein N-terminal asparagine amidohydrolase
423848at33208	Duplicated	Aip_005578-T1	223.6	213	https://v10-1.orthodb.org/?query=423848at33208	Protein N-terminal asparagine amidohydrolase
424392at33208	Complete	Aip_006383-T1	408.8	232	https://v10-1.orthodb.org/?query=424392at33208	DNA-directed RNA polymerase, insert domain
424569at33208	Duplicated	Aip_002720-T1	249.8	160	https://v10-1.orthodb.org/?query=424569at33208	IST1 homolog isoform X1
424569at33208	Duplicated	Aip_002720-T2	249.8	160	https://v10-1.orthodb.org/?query=424569at33208	IST1 homolog isoform X1
424646at33208	Complete	Aip_013368-T1	149.4	192	https://v10-1.orthodb.org/?query=424646at33208	peroxisomal membrane protein PEX14
427349at33208	Complete	Aip_006210-T1	324.1	196	https://v10-1.orthodb.org/?query=427349at33208	Deoxyribose-phosphate aldolase
427789at33208	Complete	Aip_009289-T1	548.3	396	https://v10-1.orthodb.org/?query=427789at33208	Peptidase M16, C-terminal
428202at33208	Complete	Aip_001373-T1	530.6	350	https://v10-1.orthodb.org/?query=428202at33208	2-oxoacid dehydrogenase acyltransferase, catalytic domain
428754at33208	Complete	Aip_007320-T1	316.0	278	https://v10-1.orthodb.org/?query=428754at33208	protein AATF
429011at33208	Complete	Aip_022887-T1	164.2	168	https://v10-1.orthodb.org/?query=429011at33208	DTW
429274at33208	Complete	Aip_012531-T1	246.8	188	https://v10-1.orthodb.org/?query=429274at33208	Replication termination factor 2
429751at33208	Complete	Aip_017722-T1	265.5	386	https://v10-1.orthodb.org/?query=429751at33208	Pumilio RNA-binding repeat
430701at33208	Complete	Aip_005650-T1	188.6	188	https://v10-1.orthodb.org/?query=430701at33208	Cyclin, N-terminal
432050at33208	Complete	Aip_011590-T1	432.9	244	https://v10-1.orthodb.org/?query=432050at33208	Ribosomal protein L10P
432155at33208	Complete	Aip_029344-T1	206.6	164	https://v10-1.orthodb.org/?query=432155at33208	Metallo-beta-lactamase
432287at33208	Missing
432522at33208	Complete	Aip_004234-T1	133.5	121	https://v10-1.orthodb.org/?query=432522at33208	Thioredoxin domain
433216at33208	Complete	Aip_008273-T1	378.4	257	https://v10-1.orthodb.org/?query=433216at33208	WD40 repeat
433606at33208	Duplicated	Aip_022056-T1	164.8	174	https://v10-1.orthodb.org/?query=433606at33208	F-box domain
433606at33208	Duplicated	Aip_021812-T1	143.2	169	https://v10-1.orthodb.org/?query=433606at33208	F-box domain
434068at33208	Complete	Aip_006334-T1	499.5	392	https://v10-1.orthodb.org/?query=434068at33208	Pre-mRNA-splicing factor 3
434863at33208	Fragmented	Aip_006841-T1	137.8	116	https://v10-1.orthodb.org/?query=434863at33208	Ribosome production factor 2 homolog
435253at33208	Complete	Aip_008842-T1	204.1	272	https://v10-1.orthodb.org/?query=435253at33208	WD40 repeat
435678at33208	Duplicated	Aip_029219-T1	211.8	212	https://v10-1.orthodb.org/?query=435678at33208	tRNA (guanine(10)-N2)-methyltransferase homolog
435678at33208	Duplicated	Aip_025708-T1	211.9	204	https://v10-1.orthodb.org/?query=435678at33208	tRNA (guanine(10)-N2)-methyltransferase homolog
435921at33208	Complete	Aip_003832-T1	178.0	108	https://v10-1.orthodb.org/?query=435921at33208	GNAT domain
435939at33208	Complete	Aip_011597-T1	202.9	166	https://v10-1.orthodb.org/?query=435939at33208	Enoyl-CoA hydratase/isomerase
436007at33208	Complete	Aip_016178-T1	630.3	410	https://v10-1.orthodb.org/?query=436007at33208	SUMO-activating enzyme subunit 2
436098at33208	Complete	Aip_000472-T1	233.0	201	https://v10-1.orthodb.org/?query=436098at33208	Methyltransferase type 11
436539at33208	Complete	Aip_002777-T1	244.0	187	https://v10-1.orthodb.org/?query=436539at33208	Eukaryotic translation initiation factor 3 subunit G
437653at33208	Complete	Aip_020239-T1	166.0	137	https://v10-1.orthodb.org/?query=437653at33208	Ribosomal protein S2
438133at33208	Complete	Aip_010748-T1	509.8	303	https://v10-1.orthodb.org/?query=438133at33208	60S ribosomal protein L4
438433at33208	Complete	Aip_015601-T1	366.8	201	https://v10-1.orthodb.org/?query=438433at33208	Proteasome subunit alpha type
438453at33208	Complete	Aip_001841-T1	441.5	248	https://v10-1.orthodb.org/?query=438453at33208	KRR1 small subunit processome component
439736at33208	Complete	Aip_004625-T1	530.0	354	https://v10-1.orthodb.org/?query=439736at33208	WD40 repeat
440195at33208	Complete	Aip_007746-T1	287.4	210	https://v10-1.orthodb.org/?query=440195at33208	DNA-directed RNA polymerase III subunit RPC6
440493at33208	Complete	Aip_010238-T1	276.1	274	https://v10-1.orthodb.org/?query=440493at33208	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
441575at33208	Complete	Aip_001549-T1	584.2	620	https://v10-1.orthodb.org/?query=441575at33208	dynein assembly factor 5, axonemal
442169at33208	Complete	Aip_004580-T1	411.9	328	https://v10-1.orthodb.org/?query=442169at33208	Zinc finger, double-stranded RNA binding
442203at33208	Complete	Aip_017622-T1	490.2	346	https://v10-1.orthodb.org/?query=442203at33208	Glycosyl transferase, family 1
442823at33208	Complete	Aip_003369-T1	319.1	281	https://v10-1.orthodb.org/?query=442823at33208	UBX domain
443305at33208	Complete	Aip_005938-T1	395.3	417	https://v10-1.orthodb.org/?query=443305at33208	Nucleoporin Nup85-like
443518at33208	Complete	Aip_008714-T1	333.0	226	https://v10-1.orthodb.org/?query=443518at33208	Tetratricopeptide repeat
443659at33208	Complete	Aip_007449-T1	158.2	119	https://v10-1.orthodb.org/?query=443659at33208	Ribosomal protein L22/L17
443928at33208	Fragmented	Aip_009198-T1	333.1	223	https://v10-1.orthodb.org/?query=443928at33208	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase
444160at33208	Complete	Aip_023090-T1	299.5	190	https://v10-1.orthodb.org/?query=444160at33208	tRNA (guanine-N(7)-)-methyltransferase
444231at33208	Complete	Aip_008669-T1	159.3	126	https://v10-1.orthodb.org/?query=444231at33208	Lysine methyltransferase
445031at33208	Complete	Aip_000787-T1	360.1	310	https://v10-1.orthodb.org/?query=445031at33208	DnaJ domain
445034at33208	Missing
445091at33208	Complete	Aip_004077-T1	244.0	302	https://v10-1.orthodb.org/?query=445091at33208	Ribosomal protein S23/S29, mitochondrial
446000at33208	Complete	Aip_007717-T1	321.3	207	https://v10-1.orthodb.org/?query=446000at33208	Isoprenylcysteine carboxyl methyltransferase
